speaker_id,duration,text,gender,age-group,native_place_state,native_place_district,primary_language,highest_qualification,job_category,audio_path,target
spk_026,8.63,Customer service will assist you with digital payment verification.,Male,30-45,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_026_05.wav,Northern_Hindi
spk_026,10.58,We ordered fresh groceries and vegetables online yesterday.,Male,30-45,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_026_06.wav,Northern_Hindi
spk_026,12.25,Please confirm your ticket reservation before boarding.,Male,30-45,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_026_07.wav,Northern_Hindi
spk_026,10.56,Water supply in this district is managed by the local corporation.,Male,30-45,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_026_08.wav,Northern_Hindi
spk_026,8.16,Please confirm your ticket reservation before boarding.,Male,30-45,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_026_09.wav,Northern_Hindi
spk_026,10.73,Please confirm your ticket reservation before boarding.,Male,30-45,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_026_10.wav,Northern_Hindi
spk_026,5.82,Customer service will assist you with digital payment verification.,Male,30-45,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_026_11.wav,Northern_Hindi
spk_027,12.05,The train leaves the platform at six thirty in the evening.,Female,18-30,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_027_00.wav,Northern_Hindi
spk_027,7.68,The historical museum is open on all government holidays.,Female,18-30,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_027_01.wav,Northern_Hindi
spk_027,12.76,Please confirm your ticket reservation before boarding.,Female,18-30,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_027_02.wav,Northern_Hindi
spk_027,12.17,We ordered fresh groceries and vegetables online yesterday.,Female,18-30,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_027_03.wav,Northern_Hindi
spk_027,13.34,Please confirm your ticket reservation before boarding.,Female,18-30,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_027_04.wav,Northern_Hindi
spk_027,11.92,Please confirm your ticket reservation before boarding.,Female,18-30,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_027_05.wav,Northern_Hindi
spk_027,9.13,The historical museum is open on all government holidays.,Female,18-30,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_027_06.wav,Northern_Hindi
spk_027,10.59,Please confirm your ticket reservation before boarding.,Female,18-30,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_027_07.wav,Northern_Hindi
spk_027,7.96,Please confirm your ticket reservation before boarding.,Female,18-30,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_027_08.wav,Northern_Hindi
spk_027,10.22,Customer service will assist you with digital payment verification.,Female,18-30,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_027_09.wav,Northern_Hindi
spk_027,5.68,Customer service will assist you with digital payment verification.,Female,18-30,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_027_10.wav,Northern_Hindi
spk_027,9.14,The train leaves the platform at six thirty in the evening.,Female,18-30,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_027_11.wav,Northern_Hindi
spk_028,11.28,Water supply in this district is managed by the local corporation.,Female,45-60,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_028_00.wav,Northern_Hindi
spk_028,6.64,The historical museum is open on all government holidays.,Female,45-60,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_028_01.wav,Northern_Hindi
spk_028,13.07,The train leaves the platform at six thirty in the evening.,Female,45-60,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_028_02.wav,Northern_Hindi
spk_028,9.64,Customer service will assist you with digital payment verification.,Female,45-60,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_028_03.wav,Northern_Hindi
spk_028,10.42,Please confirm your ticket reservation before boarding.,Female,45-60,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_028_04.wav,Northern_Hindi
spk_028,5.37,Customer service will assist you with digital payment verification.,Female,45-60,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_028_05.wav,Northern_Hindi
spk_028,8.11,We ordered fresh groceries and vegetables online yesterday.,Female,45-60,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_028_06.wav,Northern_Hindi
spk_028,6.59,Please confirm your ticket reservation before boarding.,Female,45-60,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_028_07.wav,Northern_Hindi
spk_028,9.94,We ordered fresh groceries and vegetables online yesterday.,Female,45-60,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_028_08.wav,Northern_Hindi
spk_028,9.15,We ordered fresh groceries and vegetables online yesterday.,Female,45-60,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_028_09.wav,Northern_Hindi
spk_028,13.05,Please confirm your ticket reservation before boarding.,Female,45-60,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_028_10.wav,Northern_Hindi
spk_028,9.53,The train leaves the platform at six thirty in the evening.,Female,45-60,Uttar Pradesh,Noida,Hindi,Graduate,Full Time,data/audio/spk_028_11.wav,Northern_Hindi
spk_029,12.19,Please confirm your ticket reservation before boarding.,Male,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_029_00.wav,Northern_Hindi
spk_029,11.19,The train leaves the platform at six thirty in the evening.,Male,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_029_01.wav,Northern_Hindi
spk_029,6.41,Water supply in this district is managed by the local corporation.,Male,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_029_02.wav,Northern_Hindi
spk_029,5.02,We ordered fresh groceries and vegetables online yesterday.,Male,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_029_03.wav,Northern_Hindi
spk_029,12.26,The historical museum is open on all government holidays.,Male,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_029_04.wav,Northern_Hindi
spk_029,10.38,The train leaves the platform at six thirty in the evening.,Male,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_029_05.wav,Northern_Hindi
spk_029,6.88,The historical museum is open on all government holidays.,Male,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_029_06.wav,Northern_Hindi
spk_029,7.13,Water supply in this district is managed by the local corporation.,Male,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_029_07.wav,Northern_Hindi
spk_029,8.32,The historical museum is open on all government holidays.,Male,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_029_08.wav,Northern_Hindi
spk_029,11.73,Please confirm your ticket reservation before boarding.,Male,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_029_09.wav,Northern_Hindi
spk_029,6.33,Water supply in this district is managed by the local corporation.,Male,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_029_10.wav,Northern_Hindi
spk_029,11.42,Customer service will assist you with digital payment verification.,Male,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_029_11.wav,Northern_Hindi
spk_030,9.79,Customer service will assist you with digital payment verification.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_030_00.wav,Northern_Hindi
spk_030,12.8,We ordered fresh groceries and vegetables online yesterday.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_030_01.wav,Northern_Hindi
spk_030,9.79,Water supply in this district is managed by the local corporation.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_030_02.wav,Northern_Hindi
spk_030,11.64,The train leaves the platform at six thirty in the evening.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_030_03.wav,Northern_Hindi
spk_030,5.18,The historical museum is open on all government holidays.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_030_04.wav,Northern_Hindi
spk_030,12.57,The train leaves the platform at six thirty in the evening.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_030_05.wav,Northern_Hindi
spk_030,7.95,Water supply in this district is managed by the local corporation.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_030_06.wav,Northern_Hindi
spk_030,7.1,The historical museum is open on all government holidays.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_030_07.wav,Northern_Hindi
spk_030,10.34,We ordered fresh groceries and vegetables online yesterday.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_030_08.wav,Northern_Hindi
spk_030,8.2,The historical museum is open on all government holidays.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_030_09.wav,Northern_Hindi
spk_030,9.49,The train leaves the platform at six thirty in the evening.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_030_10.wav,Northern_Hindi
spk_030,9.83,The historical museum is open on all government holidays.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_030_11.wav,Northern_Hindi
spk_031,6.15,The historical museum is open on all government holidays.,Female,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_031_00.wav,Northern_Hindi
spk_031,8.04,The train leaves the platform at six thirty in the evening.,Female,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_031_01.wav,Northern_Hindi
spk_031,10.81,The historical museum is open on all government holidays.,Female,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_031_02.wav,Northern_Hindi
spk_031,7.2,Please confirm your ticket reservation before boarding.,Female,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_031_03.wav,Northern_Hindi
spk_031,13.88,Customer service will assist you with digital payment verification.,Female,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_031_04.wav,Northern_Hindi
spk_031,13.4,We ordered fresh groceries and vegetables online yesterday.,Female,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_031_05.wav,Northern_Hindi
spk_031,5.92,We ordered fresh groceries and vegetables online yesterday.,Female,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_031_06.wav,Northern_Hindi
spk_031,8.29,Water supply in this district is managed by the local corporation.,Female,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_031_07.wav,Northern_Hindi
spk_031,12.66,The historical museum is open on all government holidays.,Female,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_031_08.wav,Northern_Hindi
spk_031,7.57,Water supply in this district is managed by the local corporation.,Female,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_031_09.wav,Northern_Hindi
spk_031,5.72,The train leaves the platform at six thirty in the evening.,Female,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_031_10.wav,Northern_Hindi
spk_031,5.16,Customer service will assist you with digital payment verification.,Female,45-60,Uttar Pradesh,Lucknow,Hindi,Graduate,Full Time,data/audio/spk_031_11.wav,Northern_Hindi
spk_032,10.18,Please confirm your ticket reservation before boarding.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_032_00.wav,Northern_Hindi
spk_032,12.79,Customer service will assist you with digital payment verification.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_032_01.wav,Northern_Hindi
spk_032,13.78,Water supply in this district is managed by the local corporation.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_032_02.wav,Northern_Hindi
spk_032,6.54,Water supply in this district is managed by the local corporation.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_032_03.wav,Northern_Hindi
spk_032,12.39,Customer service will assist you with digital payment verification.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_032_04.wav,Northern_Hindi
spk_032,10.01,Please confirm your ticket reservation before boarding.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_032_05.wav,Northern_Hindi
spk_032,7.52,Please confirm your ticket reservation before boarding.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_032_06.wav,Northern_Hindi
spk_032,6.85,The historical museum is open on all government holidays.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_032_07.wav,Northern_Hindi
spk_032,7.91,Please confirm your ticket reservation before boarding.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_032_08.wav,Northern_Hindi
spk_032,6.8,Customer service will assist you with digital payment verification.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_032_09.wav,Northern_Hindi
spk_032,7.18,The historical museum is open on all government holidays.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_032_10.wav,Northern_Hindi
spk_032,10.5,The train leaves the platform at six thirty in the evening.,Male,45-60,Uttar Pradesh,Kanpur,Hindi,Graduate,Full Time,data/audio/spk_032_11.wav,Northern_Hindi
spk_035,10.62,Customer service will assist you with digital payment verification.,Female,45-60,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_035_00.wav,Southern_Tamil
spk_035,11.73,The train leaves the platform at six thirty in the evening.,Female,45-60,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_035_01.wav,Southern_Tamil
spk_035,7.09,The train leaves the platform at six thirty in the evening.,Female,45-60,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_035_02.wav,Southern_Tamil
spk_035,8.52,The train leaves the platform at six thirty in the evening.,Female,45-60,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_035_03.wav,Southern_Tamil
spk_035,9.89,Please confirm your ticket reservation before boarding.,Female,45-60,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_035_04.wav,Southern_Tamil
spk_035,9.89,Customer service will assist you with digital payment verification.,Female,45-60,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_035_05.wav,Southern_Tamil
spk_035,13.46,Water supply in this district is managed by the local corporation.,Female,45-60,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_035_06.wav,Southern_Tamil
spk_035,8.01,Customer service will assist you with digital payment verification.,Female,45-60,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_035_07.wav,Southern_Tamil
spk_035,12.15,The historical museum is open on all government holidays.,Female,45-60,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_035_08.wav,Southern_Tamil
spk_035,9.46,We ordered fresh groceries and vegetables online yesterday.,Female,45-60,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_035_09.wav,Southern_Tamil
spk_035,13.05,Water supply in this district is managed by the local corporation.,Female,45-60,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_035_10.wav,Southern_Tamil
spk_035,13.98,The historical museum is open on all government holidays.,Female,45-60,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_035_11.wav,Southern_Tamil
spk_037,8.11,Customer service will assist you with digital payment verification.,Male,30-45,Tamil Nadu,Madurai,Tamil,Graduate,Full Time,data/audio/spk_037_00.wav,Southern_Tamil
spk_037,13.63,Customer service will assist you with digital payment verification.,Male,30-45,Tamil Nadu,Madurai,Tamil,Graduate,Full Time,data/audio/spk_037_01.wav,Southern_Tamil
spk_037,7.05,Water supply in this district is managed by the local corporation.,Male,30-45,Tamil Nadu,Madurai,Tamil,Graduate,Full Time,data/audio/spk_037_02.wav,Southern_Tamil
spk_037,13.53,Please confirm your ticket reservation before boarding.,Male,30-45,Tamil Nadu,Madurai,Tamil,Graduate,Full Time,data/audio/spk_037_03.wav,Southern_Tamil
spk_037,13.21,The historical museum is open on all government holidays.,Male,30-45,Tamil Nadu,Madurai,Tamil,Graduate,Full Time,data/audio/spk_037_04.wav,Southern_Tamil
spk_037,5.91,Water supply in this district is managed by the local corporation.,Male,30-45,Tamil Nadu,Madurai,Tamil,Graduate,Full Time,data/audio/spk_037_05.wav,Southern_Tamil
spk_037,5.16,The train leaves the platform at six thirty in the evening.,Male,30-45,Tamil Nadu,Madurai,Tamil,Graduate,Full Time,data/audio/spk_037_06.wav,Southern_Tamil
spk_037,10.34,The historical museum is open on all government holidays.,Male,30-45,Tamil Nadu,Madurai,Tamil,Graduate,Full Time,data/audio/spk_037_07.wav,Southern_Tamil
spk_037,10.09,The historical museum is open on all government holidays.,Male,30-45,Tamil Nadu,Madurai,Tamil,Graduate,Full Time,data/audio/spk_037_08.wav,Southern_Tamil
spk_037,12.11,The historical museum is open on all government holidays.,Male,30-45,Tamil Nadu,Madurai,Tamil,Graduate,Full Time,data/audio/spk_037_09.wav,Southern_Tamil
spk_037,11.37,We ordered fresh groceries and vegetables online yesterday.,Male,30-45,Tamil Nadu,Madurai,Tamil,Graduate,Full Time,data/audio/spk_037_10.wav,Southern_Tamil
spk_037,11.94,Please confirm your ticket reservation before boarding.,Male,30-45,Tamil Nadu,Madurai,Tamil,Graduate,Full Time,data/audio/spk_037_11.wav,Southern_Tamil
spk_038,5.7,Water supply in this district is managed by the local corporation.,Male,30-45,Tamil Nadu,Chennai,Tamil,Graduate,Full Time,data/audio/spk_038_00.wav,Southern_Tamil
spk_038,13.41,Water supply in this district is managed by the local corporation.,Male,30-45,Tamil Nadu,Chennai,Tamil,Graduate,Full Time,data/audio/spk_038_01.wav,Southern_Tamil
spk_038,13.2,Water supply in this district is managed by the local corporation.,Male,30-45,Tamil Nadu,Chennai,Tamil,Graduate,Full Time,data/audio/spk_038_02.wav,Southern_Tamil
spk_038,6.02,The train leaves the platform at six thirty in the evening.,Male,30-45,Tamil Nadu,Chennai,Tamil,Graduate,Full Time,data/audio/spk_038_03.wav,Southern_Tamil
spk_038,6.49,We ordered fresh groceries and vegetables online yesterday.,Male,30-45,Tamil Nadu,Chennai,Tamil,Graduate,Full Time,data/audio/spk_038_04.wav,Southern_Tamil
spk_038,6.12,The historical museum is open on all government holidays.,Male,30-45,Tamil Nadu,Chennai,Tamil,Graduate,Full Time,data/audio/spk_038_05.wav,Southern_Tamil
spk_038,7.99,The train leaves the platform at six thirty in the evening.,Male,30-45,Tamil Nadu,Chennai,Tamil,Graduate,Full Time,data/audio/spk_038_06.wav,Southern_Tamil
spk_038,9.67,Water supply in this district is managed by the local corporation.,Male,30-45,Tamil Nadu,Chennai,Tamil,Graduate,Full Time,data/audio/spk_038_07.wav,Southern_Tamil
spk_038,8.41,We ordered fresh groceries and vegetables online yesterday.,Male,30-45,Tamil Nadu,Chennai,Tamil,Graduate,Full Time,data/audio/spk_038_08.wav,Southern_Tamil
spk_038,8.02,We ordered fresh groceries and vegetables online yesterday.,Male,30-45,Tamil Nadu,Chennai,Tamil,Graduate,Full Time,data/audio/spk_038_09.wav,Southern_Tamil
spk_038,12.09,The historical museum is open on all government holidays.,Male,30-45,Tamil Nadu,Chennai,Tamil,Graduate,Full Time,data/audio/spk_038_10.wav,Southern_Tamil
spk_038,8.0,Please confirm your ticket reservation before boarding.,Male,30-45,Tamil Nadu,Chennai,Tamil,Graduate,Full Time,data/audio/spk_038_11.wav,Southern_Tamil
spk_039,13.31,Customer service will assist you with digital payment verification.,Male,18-30,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_039_00.wav,Southern_Tamil
spk_039,9.33,Please confirm your ticket reservation before boarding.,Male,18-30,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_039_01.wav,Southern_Tamil
spk_039,9.07,Customer service will assist you with digital payment verification.,Male,18-30,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_039_02.wav,Southern_Tamil
spk_039,5.3,Customer service will assist you with digital payment verification.,Male,18-30,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_039_03.wav,Southern_Tamil
spk_039,6.27,Customer service will assist you with digital payment verification.,Male,18-30,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_039_04.wav,Southern_Tamil
spk_039,9.49,The train leaves the platform at six thirty in the evening.,Male,18-30,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_039_05.wav,Southern_Tamil
spk_039,5.3,Water supply in this district is managed by the local corporation.,Male,18-30,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_039_06.wav,Southern_Tamil
spk_039,8.26,The train leaves the platform at six thirty in the evening.,Male,18-30,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_039_07.wav,Southern_Tamil
spk_039,10.69,Customer service will assist you with digital payment verification.,Male,18-30,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_039_08.wav,Southern_Tamil
spk_039,6.91,The historical museum is open on all government holidays.,Male,18-30,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_039_09.wav,Southern_Tamil
spk_039,6.6,The train leaves the platform at six thirty in the evening.,Male,18-30,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_039_10.wav,Southern_Tamil
spk_039,9.13,The historical museum is open on all government holidays.,Male,18-30,Tamil Nadu,Coimbatore,Tamil,Graduate,Full Time,data/audio/spk_039_11.wav,Southern_Tamil
